search_alph,too_many_math,zero_math
ABRAL,False,True
ABRAM,False,False
ABRAN,False,False
ABRAO,False,True
ABRAP,False,True
ABRAQ,False,True
ABRAR,False,False
ABRAS,False,False
ABRAT,False,True
ABRAU,False,True
ABRAV,False,False
ABRAW,False,True
ABRAX,False,True
ABRAY,False,True
ABRAZ,False,True
ABRA',False,True
ADAMA,False,False
ADAMB,False,True
ADAMC,False,False
ADAMD,False,True
ADAME,False,False
ADAMF,False,True
ADAMG,False,True
ADAMH,False,True
ADAMI,False,False
ADAMJ,False,True
ADAMK,False,True
ADAML,False,True
ADAMM,False,True
ADAMN,False,True
ADAMO,False,False
ADAMP,False,True
ADAMQ,False,True
ADAMR,False,True
ADAMS,False,False
ADAMT,False,True
ADAMU,False,False
ADAMV,False,True
ADAMW,False,True
ADAMX,False,True
ADAMY,False,False
ADAMZ,False,True
ADAM',False,True
ALEXA,False,False
ALEXB,False,True
ALEXC,False,True
ALEXD,False,True
ALEXE,False,False
ALEXF,False,True
ALEXG,False,True
ALEXH,False,True
ALEXI,False,False
ALEXJ,False,True
ALEXK,False,True
ALEXL,False,True
ALEXM,False,True
ALEXN,False,True
ALEXO,False,False
ALEXP,False,True
ALEXQ,False,True
ALEXR,False,True
ALEXS,False,True
ALEXT,False,True
ALEXU,False,True
ALEXV,False,True
ALEXW,False,True
ALEXX,False,True
ALEXY,False,True
ALEXZ,False,True
ALEX',False,True
ALLEA,False,False
ALLEB,False,False
ALLEC,False,False
ALLED,False,True
ALLEE,False,True
ALLEF,False,True
ALLEG,False,False
ALLEH,False,True
ALLEI,False,True
ALLEJ,False,True
ALLEK,False,False
ALLEL,False,True
ALLEM,False,False
ALLEN,True,False
ALLEO,False,True
ALLEP,False,True
ALLEQ,False,True
ALLER,False,False
ALLES,False,False
ALLET,False,True
ALLEU,False,True
ALLEV,False,False
ALLEW,False,True
ALLEX,False,False
ALLEY,False,False
ALLEZ,False,True
ALLE',False,True
ANDEA,False,True
ANDEB,False,True
ANDEC,False,True
ANDED,False,True
ANDEE,False,True
ANDEF,False,True
ANDEG,False,True
ANDEH,False,True
ANDEI,False,True
ANDEJ,False,True
ANDEK,False,True
ANDEL,False,False
ANDEM,False,True
ANDEN,False,False
ANDEO,False,True
ANDEP,False,True
ANDEQ,False,True
ANDER,True,False
ANDES,False,False
ANDET,False,True
ANDEU,False,True
ANDEV,False,True
ANDEW,False,True
ANDEX,False,True
ANDEY,False,True
ANDEZ,False,True
ANDE',False,True
ANDRA,False,False
ANDRB,False,True
ANDRC,False,True
ANDRD,False,True
ANDRE,True,False
ANDRF,False,True
ANDRG,False,True
ANDRH,False,True
ANDRI,False,False
ANDRJ,False,True
ANDRK,False,True
ANDRL,False,True
ANDRM,False,True
ANDRN,False,True
ANDRO,False,False
ANDRP,False,True
ANDRQ,False,True
ANDRR,False,True
ANDRS,False,True
ANDRT,False,True
ANDRU,False,False
ANDRV,False,True
ANDRW,False,True
ANDRX,False,True
ANDRY,False,False
ANDRZ,False,False
ANDR',False,True
ANTOA,False,True
ANTOB,False,True
ANTOC,False,False
ANTOD,False,True
ANTOE,False,True
ANTOF,False,True
ANTOG,False,False
ANTOH,False,False
ANTOI,False,False
ANTOJ,False,True
ANTOK,False,True
ANTOL,False,False
ANTOM,False,False
ANTON,False,False
ANTOO,False,True
ANTOP,False,True
ANTOQ,False,True
ANTOR,False,False
ANTOS,False,False
ANTOT,False,True
ANTOU,False,False
ANTOV,False,False
ANTOW,False,True
ANTOX,False,True
ANTOY,False,False
ANTOZ,False,True
ANTO',False,True
ASSHA,False,False
ASSHB,False,False
ASSHC,False,False
ASSHD,False,False
ASSHE,False,False
ASSHF,False,False
ASSHG,False,True
ASSHH,False,True
ASSHI,False,False
ASSHJ,False,True
ASSHK,False,False
ASSHL,False,False
ASSHM,False,False
ASSHN,False,True
ASSHO,False,False
ASSHP,False,True
ASSHQ,False,True
ASSHR,False,False
ASSHS,False,True
ASSHT,False,False
ASSHU,False,False
ASSHV,False,True
ASSHW,False,False
ASSHX,False,True
ASSHY,False,False
ASSHZ,False,True
ASSH',False,True
BAKEA,False,True
BAKEB,False,True
BAKEC,False,True
BAKED,False,True
BAKEE,False,True
BAKEF,False,True
BAKEG,False,True
BAKEH,False,True
BAKEI,False,True
BAKEJ,False,True
BAKEK,False,True
BAKEL,False,False
BAKEM,False,False
BAKEN,False,False
BAKEO,False,True
BAKEP,False,True
BAKEQ,False,True
BAKER,True,False
BAKES,False,True
BAKET,False,True
BAKEU,False,True
BAKEV,False,True
BAKEW,False,True
BAKEX,False,True
BAKEY,False,True
BAKEZ,False,True
BAKE',False,True
BALAA,False,True
BALAB,False,False
BALAC,False,False
BALAD,False,False
BALAE,False,False
BALAF,False,True
BALAG,False,False
BALAH,False,True
BALAI,False,False
BALAJ,False,False
BALAK,False,False
BALAL,False,True
BALAM,False,False
BALAN,False,False
BALAO,False,True
BALAP,False,False
BALAQ,False,True
BALAR,False,False
BALAS,False,False
BALAT,False,False
BALAU,False,True
BALAV,False,False
BALAW,False,True
BALAX,False,True
BALAY,False,False
BALAZ,False,False
BALA',False,True
BALLA,False,False
BALLB,False,True
BALLC,False,True
BALLD,False,True
BALLE,False,False
BALLF,False,True
BALLG,False,True
BALLH,False,False
BALLI,False,False
BALLJ,False,True
BALLK,False,True
BALLL,False,True
BALLM,False,False
BALLN,False,True
BALLO,False,False
BALLP,False,True
BALLQ,False,True
BALLR,False,True
BALLS,False,False
BALLT,False,True
BALLU,False,True
BALLV,False,True
BALLW,False,True
BALLX,False,True
BALLY,False,False
BALLZ,False,True
BALL',False,True
BARAA,False,True
BARAB,False,False
BARAC,False,False
BARAD,False,False
BARAE,False,True
BARAF,False,True
BARAG,False,False
BARAH,False,False
BARAI,False,True
BARAJ,False,False
BARAK,False,False
BARAL,False,False
BARAM,False,False
BARAN,False,False
BARAO,False,False
BARAP,False,True
BARAQ,False,True
BARAR,False,True
BARAS,False,False
BARAT,False,False
BARAU,False,False
BARAV,False,False
BARAW,False,True
BARAX,False,True
BARAY,False,True
BARAZ,False,True
BARA',False,True
BARBA,False,False
BARBB,False,True
BARBC,False,True
BARBD,False,True
BARBE,False,False
BARBF,False,True
BARBG,False,True
BARBH,False,True
BARBI,False,False
BARBJ,False,True
BARBK,False,True
BARBL,False,True
BARBM,False,True
BARBN,False,True
BARBO,False,False
BARBP,False,True
BARBQ,False,True
BARBR,False,True
BARBS,False,True
BARBT,False,True
BARBU,False,False
BARBV,False,True
BARBW,False,True
BARBX,False,True
BARBY,False,True
BARBZ,False,True
BARB',False,True
BARNA,False,False
BARNB,False,True
BARNC,False,True
BARND,False,False
BARNE,False,False
BARNF,False,True
BARNG,False,True
BARNH,False,False
BARNI,False,False
BARNJ,False,True
BARNK,False,True
BARNL,False,True
BARNM,False,True
BARNN,False,True
BARNO,False,False
BARNP,False,True
BARNQ,False,True
BARNR,False,True
BARNS,False,False
BARNT,False,True
BARNU,False,False
BARNV,False,True
BARNW,False,False
BARNX,False,True
BARNY,False,True
BARNZ,False,True
BARN',False,True
BARRA,False,False
BARRB,False,True
BARRC,False,True
BARRD,False,True
BARRE,False,False
BARRF,False,True
BARRG,False,True
BARRH,False,True
BARRI,False,False
BARRJ,False,True
BARRK,False,True
BARRL,False,True
BARRM,False,True
BARRN,False,True
BARRO,False,False
BARRP,False,True
BARRQ,False,True
BARRR,False,True
BARRS,False,True
BARRT,False,True
BARRU,False,False
BARRV,False,True
BARRW,False,True
BARRX,False,True
BARRY,False,False
BARRZ,False,True
BARR',False,True
BARTA,False,False
BARTB,False,True
BARTC,False,False
BARTD,False,True
BARTE,False,False
BARTF,False,True
BARTG,False,True
BARTH,False,False
BARTI,False,False
BARTJ,False,True
BARTK,False,False
BARTL,False,False
BARTM,False,False
BARTN,False,False
BARTO,False,False
BARTP,False,True
BARTQ,False,True
BARTR,False,False
BARTS,False,False
BARTT,False,True
BARTU,False,False
BARTV,False,True
BARTW,False,True
BARTX,False,True
BARTY,False,True
BARTZ,False,False
BART',False,True
BASSA,False,False
BASSB,False,True
BASSC,False,False
BASSD,False,False
BASSE,False,False
BASSF,False,False
BASSG,False,True
BASSH,False,False
BASSI,False,False
BASSJ,False,True
BASSK,False,False
BASSL,False,False
BASSM,False,False
BASSN,False,False
BASSO,False,False
BASSP,False,True
BASSQ,False,True
BASSR,False,False
BASSS,False,False
BASST,False,False
BASSU,False,False
BASSV,False,True
BASSW,False,True
BASSX,False,True
BASSY,False,False
BASSZ,False,False
BASS',False,True
BAUEA,False,True
BAUEB,False,True
BAUEC,False,True
BAUED,False,True
BAUEE,False,True
BAUEF,False,True
BAUEG,False,True
BAUEH,False,True
BAUEI,False,True
BAUEJ,False,True
BAUEK,False,True
BAUEL,False,True
BAUEM,False,True
BAUEN,False,True
BAUEO,False,True
BAUEP,False,True
BAUEQ,False,True
BAUER,True,False
BAUES,False,False
BAUET,False,True
BAUEU,False,True
BAUEV,False,True
BAUEW,False,True
BAUEX,False,True
BAUEY,False,True
BAUEZ,False,True
BAUE',False,True
BAUMA,False,False
BAUMB,False,False
BAUMC,False,True
BAUMD,False,False
BAUME,False,False
BAUMF,False,True
BAUMG,False,False
BAUMH,False,False
BAUMI,False,True
BAUMJ,False,False
BAUMK,False,False
BAUML,False,False
BAUMM,False,True
BAUMN,False,True
BAUMO,False,False
BAUMP,False,True
BAUMQ,False,True
BAUMR,False,True
BAUMS,False,False
BAUMT,False,True
BAUMU,False,True
BAUMV,False,True
BAUMW,False,True
BAUMX,False,True
BAUMY,False,True
BAUMZ,False,True
BAUM',False,True
BECKA,False,False
BECKB,False,True
BECKC,False,True
BECKD,False,True
BECKE,True,False
BECKF,False,True
BECKG,False,True
BECKH,False,False
BECKI,False,True
BECKJ,False,True
BECKK,False,True
BECKL,False,False
BECKM,False,False
BECKN,False,False
BECKO,False,True
BECKP,False,True
BECKQ,False,True
BECKR,False,True
BECKS,False,False
BECKT,False,True
BECKU,False,False
BECKV,False,True
BECKW,False,False
BECKX,False,True
BECKY,False,True
BECKZ,False,True
BECK',False,True
BELLA,False,False
BELLB,False,True
BELLC,False,True
BELLD,False,True
BELLE,False,False
BELLF,False,True
BELLG,False,True
BELLH,False,False
BELLI,False,False
BELLJ,False,True
BELLK,False,True
BELLL,False,True
BELLM,False,False
BELLN,False,True
BELLO,False,False
BELLP,False,True
BELLQ,False,True
BELLR,False,True
BELLS,False,False
BELLT,False,True
BELLU,False,False
BELLV,False,True
BELLW,False,True
BELLX,False,True
BELLY,False,True
BELLZ,False,True
BELL',False,True
BENNA,False,False
BENNB,False,True
BENNC,False,True
BENND,False,False
BENNE,True,False
BENNF,False,True
BENNG,False,True
BENNH,False,True
BENNI,False,False
BENNJ,False,True
BENNK,False,True
BENNL,False,True
BENNM,False,True
BENNN,False,True
BENNO,False,False
BENNP,False,True
BENNQ,False,True
BENNR,False,True
BENNS,False,True
BENNT,False,True
BENNU,False,True
BENNV,False,True
BENNW,False,True
BENNX,False,True
BENNY,False,True
BENNZ,False,True
BENN',False,True
BERGA,False,False
BERGB,False,False
BERGC,False,True
BERGD,False,False
BERGE,True,False
BERGF,False,False
BERGG,False,False
BERGH,False,False
BERGI,False,False
BERGJ,False,True
BERGK,False,False
BERGL,False,False
BERGM,False,False
BERGN,False,False
BERGO,False,False
BERGP,False,True
BERGQ,False,False
BERGR,False,True
BERGS,False,False
BERGT,False,False
BERGU,False,False
BERGV,False,False
BERGW,False,False
BERGX,False,True
BERGY,False,True
BERGZ,False,True
BERG',False,True
BERNA,False,False
BERNB,False,True
BERNC,False,True
BERND,False,False
BERNE,False,False
BERNF,False,False
BERNG,False,True
BERNH,False,False
BERNI,False,False
BERNJ,False,True
BERNK,False,False
BERNL,False,True
BERNM,False,True
BERNN,False,True
BERNO,False,False
BERNP,False,True
BERNQ,False,True
BERNR,False,True
BERNS,False,False
BERNT,False,False
BERNU,False,False
BERNV,False,True
BERNW,False,True
BERNX,False,True
BERNY,False,False
BERNZ,False,True
BERN',False,True
BERTA,False,False
BERTB,False,True
BERTC,False,True
BERTD,False,True
BERTE,False,False
BERTF,False,True
BERTG,False,True
BERTH,False,False
BERTI,False,False
BERTJ,False,True
BERTK,False,False
BERTL,False,True
BERTM,False,True
BERTN,False,False
BERTO,False,False
BERTP,False,True
BERTQ,False,True
BERTR,False,False
BERTS,False,False
BERTT,False,True
BERTU,False,True
BERTV,False,True
BERTW,False,True
BERTX,False,True
BERTY,False,True
BERTZ,False,True
BERT',False,True
BESSA,False,False
BESSB,False,False
BESSC,False,False
BESSD,False,False
BESSE,False,False
BESSF,False,True
BESSG,False,True
BESSH,False,False
BESSI,False,False
BESSJ,False,False
BESSK,False,False
BESSL,False,False
BESSM,False,True
BESSN,False,False
BESSO,False,False
BESSP,False,False
BESSQ,False,True
BESSR,False,True
BESSS,False,False
BESST,False,False
BESSU,False,True
BESSV,False,True
BESSW,False,False
BESSX,False,True
BESSY,False,True
BESSZ,False,True
BESS',False,True
BHATA,False,True
BHATB,False,True
BHATC,False,True
BHATD,False,True
BHATE,False,False
BHATF,False,True
BHATG,False,True
BHATH,False,True
BHATI,False,False
BHATJ,False,True
BHATK,False,True
BHATL,False,True
BHATM,False,True
BHATN,False,False
BHATO,False,False
BHATP,False,True
BHATQ,False,True
BHATR,False,True
BHATS,False,True
BHATT,True,False
BHATU,False,True
BHATV,False,True
BHATW,False,False
BHATX,False,True
BHATY,False,True
BHATZ,False,True
BHAT',False,True
BISSA,False,False
BISSB,False,False
BISSC,False,False
BISSD,False,False
BISSE,False,False
BISSF,False,True
BISSG,False,False
BISSH,False,False
BISSI,False,False
BISSJ,False,True
BISSK,False,False
BISSL,False,False
BISSM,False,False
BISSN,False,True
BISSO,False,False
BISSP,False,False
BISSQ,False,True
BISSR,False,True
BISSS,False,False
BISST,False,False
BISSU,False,False
BISSV,False,True
BISSW,False,False
BISSX,False,True
BISSY,False,False
BISSZ,False,False
BISS',False,True
BLACA,False,True
BLACB,False,True
BLACC,False,True
BLACD,False,True
BLACE,False,True
BLACF,False,True
BLACG,False,True
BLACH,False,False
BLACI,False,True
BLACJ,False,True
BLACK,False,False
BLACL,False,True
BLACM,False,True
BLACN,False,True
BLACO,False,True
BLACP,False,True
BLACQ,False,True
BLACR,False,True
BLACS,False,True
BLACT,False,True
BLACU,False,True
BLACV,False,True
BLACW,False,True
BLACX,False,True
BLACY,False,True
BLACZ,False,True
BLAC',False,True
BLANA,False,False
BLANB,False,True
BLANC,False,False
BLAND,False,False
BLANE,False,False
BLANF,False,False
BLANG,False,True
BLANH,False,True
BLANI,False,True
BLANJ,False,True
BLANK,False,False
BLANL,False,False
BLANM,False,True
BLANN,False,False
BLANO,False,True
BLANP,False,False
BLANQ,False,False
BLANR,False,True
BLANS,False,False
BLANT,False,False
BLANU,False,False
BLANV,False,True
BLANW,False,True
BLANX,False,True
BLANY,False,True
BLANZ,False,False
BLAN',False,True
BOSSA,False,False
BOSSB,False,False
BOSSC,False,False
BOSSD,False,True
BOSSE,False,False
BOSSF,False,True
BOSSG,False,False
BOSSH,False,False
BOSSI,False,False
BOSSJ,False,True
BOSSK,False,False
BOSSL,False,False
BOSSM,False,False
BOSSN,False,False
BOSSO,False,False
BOSSP,False,True
BOSSQ,False,False
BOSSR,False,True
BOSSS,False,False
BOSST,False,False
BOSSU,False,False
BOSSV,False,False
BOSSW,False,False
BOSSX,False,True
BOSSY,False,False
BOSSZ,False,True
BOSS',False,True
BOURA,False,False
BOURB,False,False
BOURC,False,True
BOURD,False,False
BOURE,False,False
BOURF,False,True
BOURG,False,False
BOURH,False,False
BOURI,False,False
BOURJ,False,False
BOURK,False,False
BOURL,False,False
BOURM,False,True
BOURN,False,False
BOURO,False,False
BOURP,False,True
BOURQ,False,False
BOURR,False,False
BOURS,False,False
BOURT,False,True
BOURU,False,True
BOURV,False,True
BOURW,False,True
BOURX,False,True
BOURY,False,True
BOURZ,False,True
BOUR',False,True
BRADA,False,False
BRADB,False,False
BRADC,False,True
BRADD,False,False
BRADE,False,False
BRADF,False,False
BRADG,False,True
BRADH,False,True
BRADI,False,False
BRADJ,False,False
BRADK,False,True
BRADL,False,False
BRADM,False,True
BRADN,False,True
BRADO,False,False
BRADP,False,True
BRADQ,False,True
BRADR,False,True
BRADS,False,False
BRADT,False,False
BRADU,False,True
BRADV,False,True
BRADW,False,True
BRADX,False,True
BRADY,False,False
BRADZ,False,True
BRAD',False,True
BRANA,False,False
BRANB,False,True
BRANC,False,False
BRAND,True,False
BRANE,False,False
BRANF,False,False
BRANG,False,False
BRANH,False,True
BRANI,False,False
BRANJ,False,True
BRANK,False,False
BRANL,False,True
BRANM,False,True
BRANN,False,False
BRANO,False,False
BRANP,False,True
BRANQ,False,False
BRANR,False,True
BRANS,False,False
BRANT,False,False
BRANU,False,True
BRANV,False,False
BRANW,False,True
BRANX,False,True
BRANY,False,True
BRANZ,False,False
BRAN',False,True
BRAUA,False,True
BRAUB,False,True
BRAUC,False,False
BRAUD,False,False
BRAUE,False,False
BRAUF,False,True
BRAUG,False,True
BRAUH,False,True
BRAUI,False,True
BRAUJ,False,True
BRAUK,False,True
BRAUL,False,True
BRAUM,False,False
BRAUN,False,False
BRAUO,False,True
BRAUP,False,True
BRAUQ,False,True
BRAUR,False,True
BRAUS,False,False
BRAUT,False,False
BRAUU,False,True
BRAUV,False,True
BRAUW,False,True
BRAUX,False,True
BRAUY,False,True
BRAUZ,False,True
BRAU',False,True
BROWA,False,False
BROWB,False,True
BROWC,False,True
BROWD,False,False
BROWE,False,False
BROWF,False,True
BROWG,False,True
BROWH,False,True
BROWI,False,True
BROWJ,False,True
BROWK,False,False
BROWL,False,True
BROWM,False,True
BROWN,True,False
BROWO,False,True
BROWP,False,True
BROWQ,False,True
BROWR,False,True
BROWS,False,True
BROWT,False,True
BROWU,False,True
BROWV,False,True
BROWW,False,True
BROWX,False,True
BROWY,False,True
BROWZ,False,True
BROW',False,True
BRUNA,False,False
BRUNB,False,True
BRUNC,False,True
BRUND,False,False
BRUNE,False,False
BRUNF,False,True
BRUNG,False,False
BRUNH,False,True
BRUNI,False,False
BRUNJ,False,False
BRUNK,False,False
BRUNL,False,True
BRUNM,False,False
BRUNN,False,False
BRUNO,False,False
BRUNP,False,True
BRUNQ,False,True
BRUNR,False,True
BRUNS,False,False
BRUNT,False,False
BRUNU,False,True
BRUNV,False,False
BRUNW,False,True
BRUNX,False,True
BRUNY,False,False
BRUNZ,False,False
BRUN',False,True
BUCHA,False,False
BUCHB,False,False
BUCHC,False,True
BUCHD,False,False
BUCHE,False,False
BUCHF,False,True
BUCHG,False,True
BUCHH,False,False
BUCHI,False,False
BUCHJ,False,True
BUCHK,False,False
BUCHL,False,False
BUCHM,False,False
BUCHN,False,False
BUCHO,False,False
BUCHP,False,True
BUCHQ,False,True
BUCHR,False,True
BUCHS,False,False
BUCHT,False,False
BUCHU,False,True
BUCHV,False,True
BUCHW,False,False
BUCHX,False,True
BUCHY,False,True
BUCHZ,False,True
BUCH',False,True
BURGA,False,False
BURGB,False,False
BURGC,False,True
BURGD,False,False
BURGE,False,False
BURGF,False,True
BURGG,False,False
BURGH,False,False
BURGI,False,False
BURGJ,False,True
BURGK,False,True
BURGL,False,True
BURGM,False,False
BURGN,False,True
BURGO,False,False
BURGP,False,True
BURGQ,False,True
BURGR,False,True
BURGS,False,False
BURGT,False,True
BURGU,False,False
BURGV,False,True
BURGW,False,False
BURGX,False,True
BURGY,False,False
BURGZ,False,True
BURG',False,True
BURKA,False,False
BURKB,False,True
BURKC,False,True
BURKD,False,True
BURKE,False,False
BURKF,False,True
BURKG,False,True
BURKH,False,False
BURKI,False,False
BURKJ,False,True
BURKK,False,True
BURKL,False,False
BURKM,False,True
BURKN,False,True
BURKO,False,False
BURKP,False,True
BURKQ,False,True
BURKR,False,True
BURKS,False,False
BURKT,False,True
BURKU,False,True
BURKV,False,True
BURKW,False,True
BURKX,False,True
BURKY,False,True
BURKZ,False,True
BURK',False,True
BUSSA,False,False
BUSSB,False,False
BUSSC,False,False
BUSSD,False,True
BUSSE,False,False
BUSSF,False,True
BUSSG,False,True
BUSSH,False,False
BUSSI,False,False
BUSSJ,False,True
BUSSK,False,False
BUSSL,False,False
BUSSM,False,False
BUSSN,False,False
BUSSO,False,False
BUSSP,False,True
BUSSQ,False,False
BUSSR,False,True
BUSSS,False,False
BUSST,False,False
BUSSU,False,False
BUSSV,False,False
BUSSW,False,False
BUSSX,False,True
BUSSY,False,False
BUSSZ,False,False
BUSS',False,True
CAMPA,False,False
CAMPB,False,False
CAMPC,False,True
CAMPD,False,True
CAMPE,False,False
CAMPF,False,True
CAMPG,False,True
CAMPH,False,False
CAMPI,False,False
CAMPJ,False,True
CAMPK,False,True
CAMPL,False,False
CAMPM,False,False
CAMPN,False,True
CAMPO,False,False
CAMPP,False,True
CAMPQ,False,True
CAMPR,False,False
CAMPS,False,False
CAMPT,False,True
CAMPU,False,True
CAMPV,False,True
CAMPW,False,True
CAMPX,False,True
CAMPY,False,True
CAMPZ,False,True
CAMP',False,True
CARLA,False,True
CARLB,False,False
CARLC,False,True
CARLD,False,True
CARLE,False,False
CARLF,False,True
CARLG,False,True
CARLH,False,True
CARLI,False,False
CARLJ,False,True
CARLK,False,True
CARLL,False,True
CARLM,False,True
CARLN,False,True
CARLO,False,False
CARLP,False,True
CARLQ,False,True
CARLR,False,True
CARLS,False,False
CARLT,False,False
CARLU,False,False
CARLV,False,True
CARLW,False,True
CARLX,False,True
CARLY,False,False
CARLZ,False,True
CARL',False,True
CARRA,False,False
CARRB,False,True
CARRC,False,True
CARRD,False,True
CARRE,False,False
CARRF,False,True
CARRG,False,True
CARRH,False,True
CARRI,False,False
CARRJ,False,True
CARRK,False,True
CARRL,False,True
CARRM,False,True
CARRN,False,True
CARRO,False,False
CARRP,False,True
CARRQ,False,True
CARRR,False,True
CARRS,False,True
CARRT,False,True
CARRU,False,False
CARRV,False,True
CARRW,False,True
CARRX,False,True
CARRY,False,False
CARRZ,False,True
CARR',False,True
CARTA,False,False
CARTB,False,True
CARTC,False,True
CARTD,False,True
CARTE,False,False
CARTF,False,True
CARTG,False,True
CARTH,False,False
CARTI,False,False
CARTJ,False,True
CARTK,False,True
CARTL,False,False
CARTM,False,False
CARTN,False,True
CARTO,False,False
CARTP,False,True
CARTQ,False,True
CARTR,False,False
CARTS,False,True
CARTT,False,True
CARTU,False,True
CARTV,False,True
CARTW,False,False
CARTX,False,True
CARTY,False,False
CARTZ,False,True
CART',False,True
CASSA,False,False
CASSB,False,False
CASSC,False,False
CASSD,False,False
CASSE,False,False
CASSF,False,True
CASSG,False,True
CASSH,False,False
CASSI,False,False
CASSJ,False,True
CASSK,False,True
CASSL,False,False
CASSM,False,True
CASSN,False,False
CASSO,False,False
CASSP,False,False
CASSQ,False,True
CASSR,False,True
CASSS,False,False
CASST,True,False
CASSU,False,False
CASSV,False,True
CASSW,False,False
CASSX,False,True
CASSY,False,False
CASSZ,False,True
CASS',False,True
CASTA,False,False
CASTB,False,True
CASTC,False,True
CASTD,False,True
CASTE,False,False
CASTF,False,True
CASTG,False,True
CASTH,False,True
CASTI,False,False
CASTJ,False,True
CASTK,False,True
CASTL,False,False
CASTM,False,True
CASTN,False,False
CASTO,False,False
CASTP,False,True
CASTQ,False,True
CASTR,False,False
CASTS,False,True
CASTT,False,True
CASTU,False,False
CASTV,False,True
CASTW,False,True
CASTX,False,True
CASTY,False,True
CASTZ,False,True
CAST',False,True
CHAKA,False,False
CHAKB,False,True
CHAKC,False,True
CHAKD,False,True
CHAKE,False,False
CHAKF,False,True
CHAKG,False,True
CHAKH,False,True
CHAKI,False,False
CHAKJ,False,True
CHAKK,False,True
CHAKL,False,True
CHAKM,False,True
CHAKN,False,True
CHAKO,False,False
CHAKP,False,True
CHAKQ,False,True
CHAKR,False,False
CHAKS,False,True
CHAKT,False,True
CHAKU,False,True
CHAKV,False,True
CHAKW,False,True
CHAKX,False,True
CHAKY,False,True
CHAKZ,False,True
CHAK',False,True
CHAMA,False,False
CHAMB,False,False
CHAMC,False,False
CHAMD,False,True
CHAME,False,False
CHAMF,False,True
CHAMG,False,True
CHAMH,False,True
CHAMI,False,False
CHAMJ,False,True
CHAMK,False,True
CHAML,False,False
CHAMM,False,False
CHAMN,False,False
CHAMO,False,False
CHAMP,False,False
CHAMQ,False,True
CHAMR,False,True
CHAMS,False,False
CHAMT,False,True
CHAMU,False,False
CHAMV,False,True
CHAMW,False,True
CHAMX,False,True
CHAMY,False,True
CHAMZ,False,True
CHAM',False,True
CHANA,False,False
CHANB,False,True
CHANC,False,False
CHAND,True,False
CHANE,False,False
CHANF,False,True
CHANG,True,False
CHANH,False,True
CHANI,False,False
CHANJ,False,True
CHANK,False,False
CHANL,False,False
CHANM,False,False
CHANN,False,False
CHANO,False,True
CHANP,False,True
CHANQ,False,True
CHANR,False,True
CHANS,False,False
CHANT,False,False
CHANU,False,False
CHANV,False,True
CHANW,False,False
CHANX,False,True
CHANY,False,False
CHANZ,False,True
CHAN',False,True
CHARA,False,False
CHARB,False,False
CHARC,False,True
CHARD,False,False
CHARE,False,False
CHARF,False,False
CHARG,False,False
CHARH,False,True
CHARI,False,False
CHARJ,False,True
CHARK,False,False
CHARL,False,False
CHARM,False,True
CHARN,False,False
CHARO,False,False
CHARP,False,False
CHARQ,False,True
CHARR,False,False
CHARS,False,True
CHART,False,False
CHARU,False,False
CHARV,False,False
CHARW,False,True
CHARX,False,True
CHARY,False,False
CHARZ,False,False
CHAR',False,True
CHATA,False,False
CHATB,False,True
CHATC,False,True
CHATD,False,True
CHATE,False,False
CHATF,False,False
CHATG,False,True
CHATH,False,False
CHATI,False,False
CHATJ,False,True
CHATK,False,False
CHATL,False,False
CHATM,False,True
CHATN,False,True
CHATO,False,True
CHATP,False,True
CHATQ,False,True
CHATR,False,True
CHATS,False,True
CHATT,False,False
CHATU,False,False
CHATV,False,True
CHATW,False,False
CHATX,False,True
CHATY,False,True
CHATZ,False,False
CHAT',False,True
CHAUA,False,True
CHAUB,False,False
CHAUC,False,True
CHAUD,False,False
CHAUE,False,True
CHAUF,False,True
CHAUG,False,True
CHAUH,False,False
CHAUI,False,True
CHAUJ,False,True
CHAUK,False,True
CHAUL,False,True
CHAUM,False,False
CHAUN,False,False
CHAUO,False,True
CHAUP,False,True
CHAUQ,False,True
CHAUR,False,False
CHAUS,False,False
CHAUT,False,True
CHAUU,False,True
CHAUV,False,False
CHAUW,False,True
CHAUX,False,False
CHAUY,False,True
CHAUZ,False,True
CHAU',False,True
CHENA,False,False
CHENB,False,True
CHENC,False,False
CHEND,False,True
CHENE,False,False
CHENF,False,True
CHENG,True,False
CHENH,False,True
CHENI,False,False
CHENJ,False,True
CHENK,False,True
CHENL,False,True
CHENM,False,True
CHENN,False,False
CHENO,False,False
CHENP,False,True
CHENQ,False,True
CHENR,False,True
CHENS,False,True
CHENT,False,False
CHENU,False,True
CHENV,False,True
CHENW,False,True
CHENX,False,True
CHENY,False,True
CHENZ,False,True
CHEN',False,True
CHERA,False,False
CHERB,False,False
CHERC,False,False
CHERD,False,False
CHERE,False,False
CHERF,False,False
CHERG,False,False
CHERH,False,True
CHERI,False,False
CHERJ,False,True
CHERK,False,False
CHERL,False,False
CHERM,False,False
CHERN,False,False
CHERO,False,False
CHERP,False,True
CHERQ,False,True
CHERR,False,False
CHERS,False,False
CHERT,False,False
CHERU,False,False
CHERV,False,False
CHERW,False,True
CHERX,False,True
CHERY,False,True
CHERZ,False,True
CHER',False,True
CHOIA,False,True
CHOIB,False,True
CHOIC,False,True
CHOID,False,True
CHOIE,False,False
CHOIF,False,True
CHOIG,False,True
CHOIH,False,True
CHOII,False,True
CHOIJ,False,True
